Entity,Code,Year,Commodity Balances - Livestock and Fish Primary Equivalent - Pelagic Fish - 2763 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Crustaceans - 2765 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Cephalopods - 2766 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Demersal Fish - 2762 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Freshwater Fish - 2761 - Production - 5510 - tonnes,"Commodity Balances - Livestock and Fish Primary Equivalent - Molluscs, Other - 2767 - Production - 5510 - tonnes","Commodity Balances - Livestock and Fish Primary Equivalent - Marine Fish, Other - 2764 - Production - 5510 - tonnes"
Afghanistan,AFG,2003,,,,,1350.0,,
Afghanistan,AFG,2004,,,,,1450.0,,
Afghanistan,AFG,2005,,,,,1450.0,,
Afghanistan,AFG,2006,,,,,1450.0,,
Afghanistan,AFG,2007,,,,,2050.0,,
Afghanistan,AFG,2008,,,,,2050.0,,
Afghanistan,AFG,2009,,,,,2050.0,,
Afghanistan,AFG,2010,,,,,2050.0,,
Afghanistan,AFG,2011,,,,,2050.0,,
Afghanistan,AFG,2012,,,,,2050.0,,
Afghanistan,AFG,2013,,,,,2050.0,,
Albania,ALB,1961,0.0,0.0,0.0,0.0,1100.0,0.0,2100.0
Albania,ALB,1962,0.0,0.0,0.0,0.0,1000.0,0.0,1800.0
Albania,ALB,1963,0.0,0.0,0.0,0.0,1000.0,0.0,2000.0
Albania,ALB,1964,0.0,0.0,0.0,0.0,1000.0,0.0,2000.0
Albania,ALB,1965,0.0,0.0,0.0,0.0,1400.0,0.0,2600.0
Albania,ALB,1966,0.0,0.0,0.0,0.0,1400.0,0.0,2600.0
Albania,ALB,1967,0.0,0.0,0.0,0.0,1700.0,0.0,3300.0
Albania,ALB,1968,0.0,0.0,0.0,0.0,2000.0,0.0,4000.0
Albania,ALB,1969,0.0,0.0,0.0,0.0,2400.0,0.0,4600.0
Albania,ALB,1970,0.0,0.0,0.0,0.0,2700.0,0.0,5300.0
Albania,ALB,1971,0.0,0.0,0.0,0.0,2700.0,0.0,5300.0
Albania,ALB,1972,0.0,0.0,0.0,0.0,2700.0,0.0,5300.0
Albania,ALB,1973,0.0,0.0,0.0,0.0,2700.0,0.0,5300.0
Albania,ALB,1974,0.0,0.0,0.0,0.0,3000.0,0.0,5500.0
Albania,ALB,1975,0.0,0.0,0.0,0.0,3000.0,0.0,5500.0
Albania,ALB,1976,0.0,0.0,0.0,0.0,3000.0,2.0,5498.0
Albania,ALB,1977,0.0,0.0,0.0,0.0,3000.0,10.0,5490.0
Albania,ALB,1978,0.0,0.0,0.0,0.0,3000.0,10.0,5990.0
Albania,ALB,1979,0.0,0.0,0.0,0.0,3000.0,50.0,5950.0
Albania,ALB,1980,0.0,0.0,0.0,0.0,3000.0,100.0,5900.0
Albania,ALB,1981,0.0,0.0,0.0,0.0,3033.0,200.0,6143.0
Albania,ALB,1982,0.0,0.0,0.0,0.0,3377.0,414.0,5720.0
Albania,ALB,1983,2503.0,0.0,0.0,2144.0,3065.0,842.0,1261.0
Albania,ALB,1984,2071.0,0.0,0.0,1383.0,2723.0,906.0,923.0
Albania,ALB,1985,5050.0,0.0,0.0,1512.0,3078.0,902.0,857.0
Albania,ALB,1986,3664.0,0.0,0.0,1774.0,3196.0,1752.0,1536.0
Albania,ALB,1987,4805.0,154.0,0.0,2234.0,2439.0,2520.0,982.0
Albania,ALB,1988,4627.0,220.0,0.0,2238.0,2838.0,3607.0,1029.0
Albania,ALB,1989,2673.0,208.0,0.0,1694.0,2864.0,2037.0,2485.0
Albania,ALB,1990,3881.0,45.0,0.0,3584.0,2167.0,4624.0,714.0
Albania,ALB,1991,510.0,20.0,0.0,1082.0,978.0,710.0,571.0
Albania,ALB,1992,54.0,15.0,0.0,1603.0,1016.0,357.0,48.0
Albania,ALB,1993,70.0,10.0,0.0,1281.0,954.0,324.0,250.0
Albania,ALB,1994,115.0,5.0,0.0,817.0,795.0,313.0,450.0
Albania,ALB,1995,294.0,30.0,112.0,586.0,292.0,300.0,105.0
Albania,ALB,1996,313.0,34.0,155.0,939.0,430.0,250.0,327.0
Albania,ALB,1997,60.0,22.0,126.0,503.0,187.0,104.0,108.0
Albania,ALB,1998,140.0,26.0,237.0,1195.0,739.0,100.0,370.0
Albania,ALB,1999,181.0,23.0,234.0,1199.0,845.0,200.0,375.0
Albania,ALB,2000,186.0,22.0,225.0,1257.0,955.0,200.0,789.0
Albania,ALB,2001,203.0,100.0,111.0,1277.0,1443.0,150.0,312.0
Albania,ALB,2002,244.0,182.0,242.0,1695.0,1479.0,350.0,323.0
Albania,ALB,2003,222.0,204.0,225.0,1195.0,1563.0,860.0,4.0
Albania,ALB,2004,248.0,314.0,278.0,1865.0,1858.0,800.0,720.0
Albania,ALB,2005,292.0,251.0,186.0,1776.0,2146.0,860.0,944.0
Albania,ALB,2006,394.0,205.0,271.0,2431.0,2125.0,1360.0,900.0
Albania,ALB,2007,405.0,223.0,210.0,1948.0,2587.0,1360.0,772.0
Albania,ALB,2008,460.0,221.0,251.0,2133.0,2497.0,950.0,852.0
Albania,ALB,2009,518.0,291.0,295.0,2134.0,2659.0,1250.0,980.0
Albania,ALB,2010,368.0,243.0,209.0,2141.0,2416.0,1410.0,848.0
Albania,ALB,2011,407.0,220.0,255.0,1737.0,1888.0,1300.0,1019.0
Albania,ALB,2012,292.0,313.0,366.0,2172.0,2175.0,760.0,875.0
Albania,ALB,2013,346.0,362.0,424.0,2426.0,2271.0,800.0,830.0
Algeria,DZA,1961,20100.0,2000.0,0.0,1300.0,0.0,0.0,7000.0
Algeria,DZA,1962,11300.0,1700.0,0.0,1500.0,0.0,0.0,7000.0
Algeria,DZA,1963,12200.0,900.0,0.0,1500.0,0.0,0.0,2300.0
Algeria,DZA,1964,12500.0,1200.0,0.0,1700.0,0.0,0.0,1900.0
Algeria,DZA,1965,14200.0,1100.0,0.0,1000.0,0.0,0.0,2000.0
Algeria,DZA,1966,14450.0,1300.0,0.0,1800.0,0.0,0.0,2800.0
Algeria,DZA,1967,14550.0,2000.0,0.0,2100.0,0.0,0.0,2500.0
Algeria,DZA,1968,13150.0,1400.0,0.0,1500.0,0.0,0.0,2200.0
Algeria,DZA,1969,16150.0,1100.0,0.0,1800.0,0.0,0.0,4100.0
Algeria,DZA,1970,19334.0,1000.0,0.0,3900.0,0.0,0.0,0.0
Algeria,DZA,1971,19052.0,943.0,0.0,3458.0,0.0,0.0,262.0
Algeria,DZA,1972,22945.0,895.0,0.0,4473.0,0.0,0.0,0.0
Algeria,DZA,1973,24512.0,1330.0,0.0,4801.0,0.0,0.0,600.0
Algeria,DZA,1974,27478.0,2290.0,0.0,5620.0,50.0,0.0,320.0
Algeria,DZA,1975,30715.0,1546.0,0.0,5146.0,0.0,0.0,286.0
Algeria,DZA,1976,27633.0,1443.0,0.0,5846.0,0.0,0.0,200.0
Algeria,DZA,1977,35623.0,1578.0,0.0,6042.0,0.0,0.0,232.0
Algeria,DZA,1978,25603.0,1792.0,0.0,6471.0,0.0,0.0,277.0
Algeria,DZA,1979,29539.0,1740.0,0.0,7243.0,0.0,0.0,156.0
Algeria,DZA,1980,36660.0,2160.0,0.0,8990.0,0.0,0.0,190.0
Algeria,DZA,1981,42770.0,2520.0,0.0,10490.0,0.0,0.0,220.0
Algeria,DZA,1982,49260.0,2900.0,0.0,12080.0,0.0,0.0,260.0
Algeria,DZA,1983,49643.0,2923.0,0.0,12172.0,0.0,2.0,262.0
Algeria,DZA,1984,50025.0,2947.0,0.0,12289.0,61.0,9.0,264.0
Algeria,DZA,1985,50380.0,3001.0,0.0,12379.0,102.0,9.0,270.0
Algeria,DZA,1986,56121.0,6053.0,0.0,3123.0,204.0,10.0,0.0
Algeria,DZA,1987,82220.0,7188.0,0.0,4728.0,219.0,11.0,0.0
Algeria,DZA,1988,100160.0,1960.0,0.0,4355.0,259.0,4.0,0.0
Algeria,DZA,1989,81831.0,2773.0,755.0,9767.0,339.0,4.0,4083.0
Algeria,DZA,1990,76251.0,2555.0,650.0,8148.0,361.0,22.0,2612.0
Algeria,DZA,1991,67005.0,2160.0,550.0,7163.0,74.0,52.0,2836.0
Algeria,DZA,1992,82086.0,2390.0,650.0,8282.0,116.0,20.0,1869.0
Algeria,DZA,1993,87250.0,2605.0,750.0,9440.0,200.0,37.0,1912.0
Algeria,DZA,1994,118135.0,3030.0,900.0,10657.0,306.0,26.0,2737.0
Algeria,DZA,1995,91026.0,2105.0,834.0,8057.0,299.0,30.0,3890.0
Algeria,DZA,1996,66984.0,2364.0,810.0,7903.0,261.0,25.0,3964.0
Algeria,DZA,1997,76431.0,2858.0,942.0,7586.0,261.0,25.0,3799.0
Algeria,DZA,1998,75272.0,3646.0,1307.0,9766.0,253.0,22.0,2351.0
Algeria,DZA,1999,85558.0,3285.0,886.0,9300.0,200.0,14.0,3403.0
Algeria,DZA,2000,89891.0,4245.0,916.0,8832.0,279.0,21.0,9324.0
Algeria,DZA,2001,114249.0,3150.0,929.0,9349.0,358.0,32.0,6010.0
Algeria,DZA,2002,113272.0,2949.0,969.0,10449.0,377.0,31.0,6749.0
Algeria,DZA,2003,116163.0,2654.0,1480.0,12394.0,393.0,19.0,8271.0
Algeria,DZA,2004,99616.0,2637.0,1340.0,9874.0,571.0,10.0,0.0
Algeria,DZA,2005,110790.0,2806.0,1899.0,10769.0,353.0,10.0,0.0
Algeria,DZA,2006,132333.0,2332.0,1364.0,9742.0,263.0,16.0,0.0
Algeria,DZA,2007,125377.0,1846.0,2319.0,11332.0,354.0,87.0,6452.0
Algeria,DZA,2008,106120.0,2199.0,1609.0,14554.0,2718.0,22.0,14419.0
Algeria,DZA,2009,97994.0,2612.0,1298.0,12111.0,2091.0,11.0,13560.0
Algeria,DZA,2010,65906.0,1866.0,1122.0,10866.0,1635.0,100.0,13871.0
Algeria,DZA,2011,72343.0,2202.0,1482.0,12421.0,2038.0,28.0,13489.0
Algeria,DZA,2012,73587.0,2312.0,1444.0,11910.0,2275.0,30.0,16648.0
Algeria,DZA,2013,73587.0,2312.0,1444.0,11910.0,2275.0,30.0,16648.0
Angola,AGO,1961,193400.0,100.0,100.0,22300.0,5300.0,,25600.0
Angola,AGO,1962,194100.0,0.0,0.0,25400.0,5500.0,,49800.0
Angola,AGO,1963,186900.0,0.0,0.0,21300.0,5500.0,,31600.0
Angola,AGO,1964,305100.0,0.0,0.0,18600.0,5500.0,,32800.0
Angola,AGO,1965,213500.0,0.0,0.0,15600.0,5800.0,,28400.0
Angola,AGO,1966,279700.0,0.0,0.0,21900.0,5800.0,,27900.0
Angola,AGO,1967,248500.0,0.0,0.0,15800.0,6000.0,,29000.0
Angola,AGO,1968,243200.0,0.0,0.0,18200.0,6000.0,,35700.0
Angola,AGO,1969,369700.0,0.0,0.0,15400.0,6000.0,,34100.0
Angola,AGO,1970,314801.0,0.0,0.0,22200.0,6000.0,,31500.0
Angola,AGO,1971,254622.0,0.0,0.0,15800.0,6000.0,,47900.0
Angola,AGO,1972,514056.0,100.0,100.0,13700.0,6000.0,,72700.0
Angola,AGO,1973,391733.0,174.0,0.0,9491.0,6500.0,,70761.0
Angola,AGO,1974,322968.0,833.0,163.0,11886.0,6500.0,,57434.0
Angola,AGO,1975,140625.0,255.0,556.0,8857.0,7000.0,,3288.0
Angola,AGO,1976,56412.0,329.0,508.0,15085.0,7000.0,,2208.0
Angola,AGO,1977,92445.0,90.0,214.0,18862.0,7000.0,,1796.0
Angola,AGO,1978,99195.0,253.0,95.0,14091.0,7000.0,,4996.0
Angola,AGO,1979,89574.0,98.0,18.0,12141.0,7000.0,,4241.0
Angola,AGO,1980,67705.0,456.0,24.0,8460.0,7500.0,,940.0
Angola,AGO,1981,108253.0,88.0,72.0,12408.0,7500.0,,2636.0
Angola,AGO,1982,87394.0,58.0,87.0,12439.0,7500.0,,4010.0
Angola,AGO,1983,53469.0,58.0,87.0,3167.0,7500.0,,46095.0
Angola,AGO,1984,21661.0,32.0,14.0,802.0,7500.0,,65179.0
Angola,AGO,1985,52475.0,883.0,3.0,1808.0,7500.0,,37424.0
Angola,AGO,1986,43381.0,75.0,0.0,2873.0,8000.0,,30331.0
Angola,AGO,1987,27405.0,168.0,0.0,239.0,8000.0,,71678.0
Angola,AGO,1988,78685.0,327.0,27.0,416.0,8000.0,,38576.0
Angola,AGO,1989,81301.0,261.0,170.0,2098.0,8000.0,,45635.0
Angola,AGO,1990,77759.0,900.0,116.0,3725.0,8000.0,,42588.0
Angola,AGO,1991,53625.0,598.0,409.0,2343.0,7000.0,,53129.0
Angola,AGO,1992,46717.0,1188.0,593.0,5101.0,7000.0,,53026.0
Angola,AGO,1993,56794.0,1514.0,260.0,7998.0,7000.0,,52634.0
Angola,AGO,1994,49524.0,1944.0,1131.0,9213.0,7000.0,,63601.0
Angola,AGO,1995,59927.0,1220.0,242.0,10590.0,6000.0,,44802.0
Angola,AGO,1996,37683.0,2181.0,102.0,11276.0,6000.0,,80573.0
Angola,AGO,1997,57068.0,1718.0,0.0,6940.0,6000.0,,74578.0
Angola,AGO,1998,85865.0,2776.0,820.0,25080.0,6000.0,,42608.0
Angola,AGO,1999,106043.0,2523.0,858.0,28540.0,6000.0,,31835.0
Angola,AGO,2000,163889.0,3554.0,1502.0,33678.0,7005.0,,29728.0
Angola,AGO,2001,101950.0,4758.0,3672.0,58812.0,8011.0,,77361.0
Angola,AGO,2002,72511.0,6211.0,4168.0,86393.0,9051.0,,77160.0
Angola,AGO,2003,86637.0,4469.0,2096.0,88364.0,10072.0,,20467.0
Angola,AGO,2004,102283.0,4056.0,1757.0,87396.0,10092.0,,34510.0
Angola,AGO,2005,86547.0,2750.0,1200.0,82000.0,10126.0,,20119.0
Angola,AGO,2006,94722.0,1985.0,1361.0,94305.0,10656.0,,22868.0
Angola,AGO,2007,124514.0,2641.0,721.0,116290.0,24407.0,,38053.0
Angola,AGO,2008,123880.0,967.0,393.0,115801.0,25306.0,,39703.0
Angola,AGO,2009,105464.0,1356.0,1293.0,111441.0,15038.0,,37710.0
Angola,AGO,2010,108250.0,1363.0,1302.0,112085.0,19310.0,,38000.0
Angola,AGO,2011,102896.0,1356.0,1293.0,110955.0,19310.0,,37600.0
Angola,AGO,2012,102896.0,1356.0,1293.0,110955.0,19310.0,,37600.0
Angola,AGO,2013,102896.0,1356.0,1293.0,110955.0,19310.0,,37600.0
Antigua and Barbuda,ATG,1961,0.0,100.0,,0.0,,0.0,700.0
Antigua and Barbuda,ATG,1962,0.0,100.0,,0.0,,0.0,700.0
Antigua and Barbuda,ATG,1963,0.0,100.0,,0.0,,0.0,700.0
Antigua and Barbuda,ATG,1964,0.0,100.0,,0.0,,0.0,600.0
Antigua and Barbuda,ATG,1965,0.0,100.0,,0.0,,0.0,700.0
Antigua and Barbuda,ATG,1966,0.0,100.0,,0.0,,0.0,700.0
Antigua and Barbuda,ATG,1967,0.0,100.0,,0.0,,0.0,700.0
Antigua and Barbuda,ATG,1968,0.0,100.0,,0.0,,0.0,700.0
Antigua and Barbuda,ATG,1969,0.0,100.0,,0.0,,0.0,700.0
Antigua and Barbuda,ATG,1970,0.0,100.0,,0.0,,0.0,800.0
Antigua and Barbuda,ATG,1971,0.0,100.0,,0.0,,0.0,800.0
Antigua and Barbuda,ATG,1972,0.0,100.0,,0.0,,0.0,1100.0
Antigua and Barbuda,ATG,1973,0.0,100.0,,0.0,,0.0,1400.0
Antigua and Barbuda,ATG,1974,0.0,90.0,,0.0,,0.0,1500.0
Antigua and Barbuda,ATG,1975,0.0,127.0,,0.0,,0.0,1474.0
Antigua and Barbuda,ATG,1976,0.0,136.0,,0.0,,0.0,1477.0
Antigua and Barbuda,ATG,1977,0.0,175.0,,0.0,,0.0,1646.0
Antigua and Barbuda,ATG,1978,0.0,120.0,,0.0,,0.0,1500.0
Antigua and Barbuda,ATG,1979,0.0,101.0,,0.0,,0.0,1118.0
Antigua and Barbuda,ATG,1980,0.0,64.0,,0.0,,0.0,1107.0
Antigua and Barbuda,ATG,1981,0.0,51.0,,0.0,,0.0,1106.0
Antigua and Barbuda,ATG,1982,0.0,44.0,,0.0,,0.0,906.0
Antigua and Barbuda,ATG,1983,0.0,50.0,,0.0,,0.0,1013.0
Antigua and Barbuda,ATG,1984,0.0,140.0,,0.0,,0.0,1325.0
Antigua and Barbuda,ATG,1985,0.0,117.0,,0.0,,0.0,2290.0
Antigua and Barbuda,ATG,1986,0.0,120.0,,0.0,,0.0,2280.0
Antigua and Barbuda,ATG,1987,0.0,150.0,,0.0,,150.0,1700.0
Antigua and Barbuda,ATG,1988,0.0,120.0,,0.0,,120.0,1260.0
Antigua and Barbuda,ATG,1989,0.0,100.0,,0.0,,100.0,800.0
Antigua and Barbuda,ATG,1990,0.0,97.0,,0.0,,104.0,684.0
Antigua and Barbuda,ATG,1991,0.0,165.0,,0.0,,175.0,1158.0
Antigua and Barbuda,ATG,1992,0.0,188.0,,0.0,,201.0,1323.0
Antigua and Barbuda,ATG,1993,2.0,120.0,,0.0,,525.0,450.0
Antigua and Barbuda,ATG,1994,0.0,140.0,,0.0,,518.0,487.0
Antigua and Barbuda,ATG,1995,0.0,149.0,,0.0,,345.0,1116.0
Antigua and Barbuda,ATG,1996,0.0,125.0,,0.0,,293.0,1045.0
Antigua and Barbuda,ATG,1997,0.0,160.0,,0.0,,263.0,1242.0
Antigua and Barbuda,ATG,1998,0.0,357.0,,0.0,,338.0,1013.0
Antigua and Barbuda,ATG,1999,0.0,274.0,,0.0,,345.0,1041.0
Antigua and Barbuda,ATG,2000,0.0,275.0,,0.0,,315.0,1164.0
Antigua and Barbuda,ATG,2001,71.0,272.0,,1137.0,,278.0,66.0
Antigua and Barbuda,ATG,2002,61.0,276.0,,1705.0,,319.0,13.0
Antigua and Barbuda,ATG,2003,131.0,243.0,,1708.0,,469.0,36.0
Antigua and Barbuda,ATG,2004,113.0,245.0,,1584.0,,554.0,31.0
Antigua and Barbuda,ATG,2005,183.0,309.0,,1871.0,,528.0,108.0
Antigua and Barbuda,ATG,2006,86.0,318.0,,2132.0,,494.0,62.0
Antigua and Barbuda,ATG,2007,130.0,318.0,,2068.0,,517.0,59.0
Antigua and Barbuda,ATG,2008,164.0,165.0,,1818.0,,1357.0,17.0
Antigua and Barbuda,ATG,2009,88.0,105.0,,1523.0,,758.0,16.0
Antigua and Barbuda,ATG,2010,110.0,176.0,,1196.0,,764.0,47.0
Antigua and Barbuda,ATG,2011,110.0,176.0,,1196.0,,764.0,47.0
Antigua and Barbuda,ATG,2012,110.0,176.0,,1196.0,,764.0,47.0
Antigua and Barbuda,ATG,2013,110.0,176.0,,1196.0,,764.0,47.0
Argentina,ARG,1961,26400.0,1100.0,600.0,44400.0,14300.0,5000.0,0.0
Argentina,ARG,1962,22406.0,800.0,900.0,53100.0,10001.0,5100.0,0.0
Argentina,ARG,1963,31271.0,900.0,500.0,71900.0,11902.0,5800.0,0.0
Argentina,ARG,1964,34104.0,700.0,700.0,100700.0,14804.0,7300.0,0.0
Argentina,ARG,1965,32400.0,800.0,800.0,130800.0,13005.0,7300.0,0.0
Argentina,ARG,1966,33300.0,700.0,2400.0,168300.0,10105.0,6400.0,0.0
Argentina,ARG,1967,30760.0,900.0,3900.0,152500.0,13108.0,6900.0,0.0
Argentina,ARG,1968,54821.0,1200.0,3600.0,118400.0,11111.0,9200.0,0.0
Argentina,ARG,1969,34300.0,1000.0,1300.0,117400.0,11615.0,15100.0,0.0
Argentina,ARG,1970,31700.0,700.0,2000.0,131100.0,5419.0,20300.0,0.0
Argentina,ARG,1971,44008.0,900.0,2600.0,140200.0,5723.0,13600.0,0.0
Argentina,ARG,1972,54000.0,600.0,2348.0,147400.0,6327.0,6800.0,0.0
Argentina,ARG,1973,53289.0,600.0,4700.0,207300.0,7631.0,4200.0,0.0
Argentina,ARG,1974,46474.0,500.0,5100.0,210990.0,10217.0,3320.0,0.0
Argentina,ARG,1975,30090.0,675.0,4276.0,158456.0,15110.0,5571.0,0.0
Argentina,ARG,1976,25533.0,690.0,7628.0,217757.0,9895.0,4598.0,0.0
Argentina,ARG,1977,30139.0,973.0,2423.0,331708.0,10493.0,4188.0,0.0
Argentina,ARG,1978,22247.0,629.0,59246.0,418119.0,15144.0,3413.0,0.0
Argentina,ARG,1979,24395.0,139.0,83985.0,436977.0,16160.0,3780.0,0.0
Argentina,ARG,1980,17040.0,900.0,9315.0,348133.0,8497.0,1477.0,0.0
Argentina,ARG,1981,18558.0,2910.0,10832.0,318456.0,9794.0,1101.0,0.0
Argentina,ARG,1982,17671.0,8074.0,39161.0,393551.0,15518.0,1188.0,0.0
Argentina,ARG,1983,18064.0,19561.0,28959.0,332484.0,14737.0,2703.0,0.0
Argentina,ARG,1984,16504.0,23429.0,29100.0,233789.0,9686.0,2662.0,0.0
Argentina,ARG,1985,20902.0,10625.0,21791.0,341104.0,9965.0,2430.0,0.0
Argentina,ARG,1986,24175.0,7339.0,12780.0,365668.0,9075.0,1806.0,0.0
Argentina,ARG,1987,28215.0,1639.0,29847.0,388923.0,8285.0,2176.0,0.0
Argentina,ARG,1988,31215.0,18387.0,20945.0,410758.0,10945.0,1379.0,0.0
Argentina,ARG,1989,34551.0,12109.0,23296.0,402313.0,11101.0,9114.0,0.0
Argentina,ARG,1990,20731.0,10344.0,27778.0,481894.0,10631.0,7288.0,0.0
Argentina,ARG,1991,31503.0,8684.0,46375.0,540962.0,10631.0,2382.0,0.0
Argentina,ARG,1992,30065.0,25080.0,80106.0,593017.0,11627.0,1999.0,2323.0
Argentina,ARG,1993,29531.0,20097.0,196489.0,720452.0,12450.0,1109.0,2655.0
Argentina,ARG,1994,33790.0,22254.0,199914.0,722757.0,13485.0,629.0,4442.0
Argentina,ARG,1995,40990.0,7772.0,201298.0,881261.0,18603.0,13615.0,10955.0
Argentina,ARG,1996,35665.0,10761.0,294475.0,898360.0,20441.0,25173.0,3972.0
Argentina,ARG,1997,39421.0,7842.0,414076.0,868155.0,23987.0,30657.0,5796.0
Argentina,ARG,1998,18751.0,23980.0,292059.0,771160.0,24197.0,29145.0,6217.0
Argentina,ARG,1999,24217.0,29909.0,344323.0,615880.0,28729.0,40625.0,3549.0
Argentina,ARG,2000,24562.0,37604.0,279972.0,499809.0,32080.0,42281.0,7213.0
Argentina,ARG,2001,19686.0,79501.0,230649.0,534647.0,16786.0,43904.0,7218.0
Argentina,ARG,2002,35022.0,52274.0,177381.0,607328.0,19828.0,52034.0,3765.0
Argentina,ARG,2003,35866.0,55015.0,141270.0,596788.0,28152.0,51226.0,3520.0
Argentina,ARG,2004,46231.0,28642.0,76709.0,710676.0,35562.0,44510.0,4360.0
Argentina,ARG,2005,39452.0,8692.0,146715.0,654498.0,35839.0,40048.0,6735.0
Argentina,ARG,2006,42086.0,45781.0,292353.0,674769.0,35985.0,80591.0,2929.0
Argentina,ARG,2007,43342.0,48355.0,233307.0,584628.0,22480.0,54179.0,2064.0
Argentina,ARG,2008,40782.0,48627.0,255768.0,575471.0,13692.0,60002.0,3428.0
Argentina,ARG,2009,46576.0,54341.0,72863.0,588300.0,18598.0,81145.0,2723.0
Argentina,ARG,2010,60112.0,73020.0,86363.0,524003.0,17861.0,51810.0,1219.0
Argentina,ARG,2011,54491.0,86397.0,76860.0,508561.0,21104.0,48816.0,253.0
Argentina,ARG,2012,40176.0,84530.0,95384.0,466555.0,17173.0,37023.0,159.0
Argentina,ARG,2013,41676.0,104808.0,191838.0,476914.0,16054.0,42357.0,248.0
Armenia,ARM,1992,,0.0,,,4450.0,,
Armenia,ARM,1993,,0.0,,,4100.0,,
Armenia,ARM,1994,,0.0,,,2603.0,,
Armenia,ARM,1995,,0.0,,,1941.0,,
Armenia,ARM,1996,,0.0,,,1230.0,,
Armenia,ARM,1997,,10.0,,,1240.0,,
Armenia,ARM,1998,,60.0,,,1075.0,,
Armenia,ARM,1999,,300.0,,,1733.0,,
Armenia,ARM,2000,,20.0,,,2006.0,,
Armenia,ARM,2001,,10.0,,,2187.0,,
Armenia,ARM,2002,,400.0,,,1085.0,,
Armenia,ARM,2003,,760.0,,,873.0,,
Armenia,ARM,2004,,813.0,,,218.0,,
Armenia,ARM,2005,,763.0,,,226.0,,
Armenia,ARM,2006,,1003.0,,,403.0,,
Armenia,ARM,2007,,799.0,,,3916.0,,
Armenia,ARM,2008,,1129.0,,,4572.0,,
Armenia,ARM,2009,,816.0,,,5043.0,,
Armenia,ARM,2010,,1016.0,,,4601.0,,
Armenia,ARM,2011,,1590.0,,,5505.0,,
Armenia,ARM,2012,,2440.0,,,7271.0,,
Armenia,ARM,2013,,4920.0,,,11470.0,,
"Asia, Central",,1992,,,,35.0,133158.0,,
"Asia, Central",,1993,,,,34.0,104303.0,,
"Asia, Central",,1994,,,,32.0,83882.0,,
"Asia, Central",,1995,,,,31.0,76312.0,,
"Asia, Central",,1996,,,,30.0,62279.0,,
